Days,Time,Building and Room,Seats,Enrolled,Waits,Dept_name,ClassName,Professor,
-T-R---, 2:30P-3:50P, January Hall / 20, 12, 4, 0, SPANISH(L38), Debating Cultures: Inclusion & Expulsion Memory and Erasure in the Hispanic World, Palafox, 
-T-R---, 10:00A-11:20A, January Hall / 20, 17, 15, 0, SPANISH(L38), Debating Cultures:Unveiling the Secrets of Fantasy Magic Mystery in Latin America Literature, Sklodowska, 
-T-R---, 4:00P-5:20P, Busch / 100, 14, 13, 0, SPANISH(L38), Debating Cultures: Poetics of Extinction: extraction violence and possible futures in Latin Americ, Tijerina, 
M-W----, 10:00A-11:20A, Sever / 102, 20, 18, 0, SPANISH(L38), Researching Cultures: Urban Iberian Cultures -- Barcelona and Madrid, Infante, 
-T-R---, 11:30A-12:50P, January Hall / 20, 14, 13, 0, SPANISH(L38), Researching Cultures: The Paradoxes of Contemporary Cuba: The Good the Bad and the In-Between, Sklodowska, 
M-W----, 1:00P-2:20P, Lopata Hall / 229, 15, 12, 0, SPANISH(L38), Researching Cultures: Representations of Childhood in the Spanish-speaking World, Pardino, 
M-W----, 2:30P-3:50P, Mallinckrodt / 303, 12, 9, 0, SPANISH(L38), Researching Cultures: Afro-Central American Literature and Culture, Medina, 
-T-R---, 1:00P-2:20P, January Hall / 20, 12, 6, 0, SPANISH(L38), Major Seminar, Palafox, 
M-W----, 10:00A-11:20A, Seigle / L002, 19, 15, 0, SPANISH(L38), Linguistics and Language Learning, Brantmeier, 
-T-----, 4:00P-5:50P, Rudolph / 282, 12, 8, 0, SPANISH(L38), Grammar and Vocabulary Acquisition, Barcroft, 
-T-----, 6:00P-7:00P, Rudolph / 282, 12, 8, 0, SPANISH(L38), Grammar and Vocabulary Acquisition, Barcroft, 
M------, 2:00P-3:50P, Eads / 205, 12, 10, 0, SPANISH(L38), Cultural Theory, Mora�a, 
--W----, 2:00P-4:50P, Eads / 205, 13, 12, 0, SPANISH(L38), Media Material and Popular Cultures: Mediaspace, Garcia Liendo, 
-T-----, 4:00P-5:50P, Rudolph / 282, 12, 8, 0, SPANISH(L38), Grammar and Vocabulary Acquisition, Barcroft, 
-T-----, 6:00P-7:00P, Rudolph / 282, 12, 8, 0, SPANISH(L38), Grammar and Vocabulary Acquisition, Barcroft, 
MTWRF--, 10:00A-10:50A, Eads / 115, 15, 10, 0, ARABIC(L49), Beginning Arabic I, Bennis, 
MTWRF--, 11:00A-11:50A, Eads / 209, 15, 7, 0, ARABIC(L49), Beginning Arabic I, Bennis, 
M-W-F--, 9:00A-9:50A, Eads / 216, 16, 15, 0, ARABIC(L49), Intermediate Arabic I, Tarbouni, 
---R---, 9:00A-9:50A, Danforth Ctr / 233, 18, 2, 0, ARABIC(L49), Intermediate Arabic I, Tarbouni, 
-T-R---, 1:00P-2:20P, Seigle / 208, 40, 29, 0, ARABIC(L49), Introduction to Jewish Civilization: Texts People and Politics, Hendin, 
M-W----, 11:30A-12:50P, Busch / 100, 100, 92, 0, ARABIC(L49), Introduction to Islamic Civilization, Yucesoy, 
M-W-F--, 10:00A-10:50A, Eads / 216, 12, 6, 0, ARABIC(L49), Third-Level Arabic I, Tarbouni, 
M-W----, 2:30P-3:50P, Cupples II / L001, 17, 10, 0, ARABIC(L49), Islamic History: 600-1200, Yucesoy, 
-T-R---, 2:30P-3:50P, Eads / 216, 20, 14, 0, ARABIC(L49), The Late Ottoman Middle East, Reynolds, 
M-W----, 2:30P-3:50P, Cupples II / 203, 15, 3, 0, ARABIC(L49), Capstone Seminar: Conferring Birds and Talking Dogs: Animal Studies in JIMES, Berg, 
M-W----, 2:00P-3:50P, McDonnell / 361, 12, 3, 0, ARABIC(L49), Fourth-Level Arabic: Modern Literature, Tarbouni, 
-T-R---, 3:00P-4:50P, Eads / 208, 12, 2, 0, ARABIC(L49), Topics in Modern Arabic Literature in Translation: Subgenres, Husain, 
-T-R---, 3:00P-4:50P, Eads / 208, 12, 2, 0, ARABIC(L49), Topics in Modern Arabic Literature in Translation: Subgenres, Husain, 
-T-R---, 1:00P-2:20P, Seigle / 111, 18, 16, 0, CLASSICS(L08), Classical to Renaissance Literature: Text and Traditions, Ake, 
-T-R---, 4:00P-5:20P, Seigle / 303, 19, 16, 0, CLASSICS(L08), Classical to Renaissance Literature: Text and Traditions, Henke, 
----F---T-R---, 11:00A-11:50A4:00P-5:20P, Umrath / 224   Umrath / 224, 19, 2, 0, CLASSICS(L08), Beginning Sanskrit I, Hollenbaugh, 
-T-R---, 2:30P-3:50P, Rudolph / 203, 40, 37, 0, CLASSICS(L08), Projecting the Past: Ancient Greece and Rome in Modern Film, Sears, 
-T-R---, 4:00P-5:20P, Simon / 022, 15, 13, 0, CLASSICS(L08), Race and Identity in Greco-Roman Antiquity, Wilson, 
-T-R---, 1:00P-2:20P, McDonnell / 162, 75, 59, 0, CLASSICS(L08), Ancient History: The Roman Republic, Meyer, 
M-W----, 3:00P-3:50P, Busch / 100, 100, 91, 0, CLASSICS(L08), Magicians Healers and Holy Men, Jenott, 
----F--, 3:00P-3:50P, Sever / 300, 20, 19, 0, CLASSICS(L08), Magicians Healers and Holy Men, Andrews, 
----F--, 3:00P-3:50P, Seigle / 210, 20, 19, 0, CLASSICS(L08), Magicians Healers and Holy Men, Kamens, 
----F--, 3:00P-3:50P, Seigle / 205, 20, 17, 0, CLASSICS(L08), Magicians Healers and Holy Men, Pawlush, 
----F--, 3:00P-3:50P, Eads / 211, 20, 19, 0, CLASSICS(L08), Magicians Healers and Holy Men, Register, 
----F--, 3:00P-3:50P, Eads / 112, 20, 17, 0, CLASSICS(L08), Magicians Healers and Holy Men, Van Denburgh, 
-T-----, 1:00P-3:50P, Cupples I / 113, 15, 14, 0, CLASSICS(L08), Rome in Egypt: The Archaeology of an Oasis City, Aravecchia, 
---R---, 2:30P-5:20P, Ridgley / 107, 15, 5, 0, CLASSICS(L08), Topics in Ancient Studies: Hellenistic Athens, Bubelis, 
---R---, 2:30P-5:20P, Ridgley / 107, 15, 5, 0, CLASSICS(L08), Topics in Ancient Studies: Hellenistic Athens, Bubelis, 
-T-R---, 8:30A-9:50A, Schnuck Pav / 202, 12, 8, 0, ENVIRONMENTAL STUDIES(L82), Introduction to Environmental Humanities, Loui, 
-T-R---, 8:30A-9:50A, Schnuck Pav / 202, 12, 11, 0, ENVIRONMENTAL STUDIES(L82), Introduction to Environmental Humanities, Loui, 
-T-R---, 8:30A-9:50A, McDonnell / 362, 30, 29, 0, ENVIRONMENTAL STUDIES(L82), Sustainability in Business, VanRiper, 
-T-R---, 10:00A-11:20A, Mallinckrodt / 303, 40, 20, 0, ENVIRONMENTAL STUDIES(L82), Systems Thinking, Krummenacher, 
M-W----, 11:30A-12:50P, Schnuck Pav / 202, 15, 14, 0, ENVIRONMENTAL STUDIES(L82), Ecological Economics, VanRiper, 
M-W----, 3:00P-4:20P, Life Sciences / 311, 24, 13, 0, ENVIRONMENTAL STUDIES(L82), Biology for Climate Solutions, Olsen Pakrasi Schaal Mallott, 
-T-R---, 4:00P-5:20P, Schnuck Pav / 202, 12, 11, 0, ENVIRONMENTAL STUDIES(L82), Pathfinder: Environmental Modernism, Loui, 
-T-R---, 11:30A-12:50P, Mallinckrodt / 303, 40, 30, 0, ENVIRONMENTAL STUDIES(L82), Sustainable Cities, Krummenacher, 
M-W----, 11:30A-12:50P, Rebstock / 215, 179, 178, 0, ENVIRONMENTAL STUDIES(L82), Culture and Environment, Richardson, 
M-W----, 12:00P-1:20P, Rebstock / 322, 40, 26, 0, ENVIRONMENTAL STUDIES(L82), Introduction to Ecology, Manteuffel, 
-T-R---, 2:30P-3:50P, January Hall / 110, 0, 19, 0, ENVIRONMENTAL STUDIES(L82), Sustainability Exchange: Community and University Practicums, Williams Krummenacher Solberg Knipp VanRiper Bumpers, 
-T-R---, 1:00P-2:20P, Schnuck Pav / 202, 0, 24, 0, ENVIRONMENTAL STUDIES(L82), RESET: Renewable Energy Decarbonization and the Electric Grid, Valko, 
----F--M------, 9:30A-2:20P2:00P-3:20P, Rebstock / 322   Rebstock / 322, 0, 12, 0, ENVIRONMENTAL STUDIES(L82), Experimental Ecology Laboratory, Manteuffel, 
-T-R---, 2:30P-3:50P, Wrighton / 301, 30, 21, 0, ENVIRONMENTAL STUDIES(L82), Environmental Policy, Pollak, 
--W----, 4:00P-6:50P, Schnuck Pav / 202, 0, 9, 0, ENVIRONMENTAL STUDIES(L82), International Climate Negotiation Seminar, Martin, 
-T-R---, 4:00P-5:20P, Lopata Hall / 103, 20, 19, 0, ENVIRONMENTAL STUDIES(L82), Intro to Environmental Law, Hubertz, 
M-W----, 4:00P-5:20P, Rudolph / 308, 18, 13, 0, ENVIRONMENTAL STUDIES(L82), Advanced GIS, DeMatteo, 
----F--, 10:00A-12:20P, Rudolph / 308, 20, 2, 0, ENVIRONMENTAL STUDIES(L82), Introduction to Spatial Epidemiology, Lian, 
----F--, 10:00A-11:50A, AB Law Bldg / 101C, 0, 8, 0, ENVIRONMENTAL STUDIES(L82), Interdisciplinary Environmental Clinic, Goode, 
M-W----, 4:00P-5:20P, Rudolph / 308, 2, 0, 0, ENVIRONMENTAL STUDIES(L82), Advanced GIS, DeMatteo, 
--W----, 4:00P-6:50P, Schnuck Pav / 202, 5, 1, 0, ENVIRONMENTAL STUDIES(L82), International Climate Negotiation Seminar, Martin, 
-T-R---, 10:00A-10:50A, Lopata Hall / 103, 30, 20, 0, HISTORY(L22), Western Civilization I, Pegg, 
----F--, 11:00A-11:50A, Cupples II / 203, 15, 11, 0, HISTORY(L22), Western Civilization I, Pegg, 
----F--, 12:00P-12:50P, Cupples II / 203, 15, 9, 0, HISTORY(L22), Western Civilization I, Pegg, 
M-W----, 10:00A-10:50A, Busch / 100, 80, 60, 0, HISTORY(L22), Freedom Citizenship and the Making of American Culture, Kastor, 
----F--, 10:00A-10:50A, January Hall / 10A, 20, 15, 0, HISTORY(L22), Freedom Citizenship and the Making of American Culture, Stewart, 
----F--, 10:00A-10:50A, Lopata Hall / 229, 20, 16, 0, HISTORY(L22), Freedom Citizenship and the Making of American Culture, Conrad, 
----F--, 11:00A-11:50A, January Hall / 10, 20, 19, 0, HISTORY(L22), Freedom Citizenship and the Making of American Culture, Stewart, 
----F--, 11:00A-11:50A, Lopata Hall / 229, 20, 10, 0, HISTORY(L22), Freedom Citizenship and the Making of American Culture, Conrad, 
----F--, 1:00P-3:50P, Cupples II / 203, 15, 10, 0, HISTORY(L22), Doctors and Terrorists: The Fictions of South Asian America, Chandra, 
M------, 3:00P-5:50P, Lopata Hall / 201, 19, 12, 0, HISTORY(L22), First-Year Seminar: Angels Prostitutes and Chicas Modernas: Women in Latin American History, Montano, 
-T-R---, 10:00A-11:20A, Eads / 203, 45, 33, 0, HISTORY(L22), The Theory and Practice of Justice: The American Historical Experience, Bernstein, 
-T-R---, 1:00P-2:20P, Simon / 020, 19, 9, 0, HISTORY(L22), First-Year Seminar: Renaissance Florence from Dante to Machiavelli, Bornstein, 
-T-R---, 2:30P-3:50P, Eads / 207, 10, 8, 0, HISTORY(L22), Ampersand: Rethinking WashU's Relation to Enslavement: Past Present and Future, Bernstein Craver, 
TBA, , TBA, 0, 0, 0, HISTORY(L22), Undergraduate Internship in History, [TBA], 
TBA, , TBA, 0, 0, 0, HISTORY(L22), Undergraduate Internship in History, [TBA], 
TBA, , TBA, 0, 0, 0, HISTORY(L22), Undergraduate Internship in History, [TBA], 
-T-----, 3:00P-5:50P, McDonnell / 162, 20, 6, 0, HISTORY(L22), Historical Methods: The Making of the Middle Ages, Pegg, 
M-W----, 5:00P-6:30P, Seigle / 210, 15, 9, 0, HISTORY(L22), Historical Methods-African History, Parsons, 
M-W----, 11:30A-12:50P, Wrighton / 260, 30, 7, 0, HISTORY(L22), Politics Religion and Society in Early Modern Britain 1485-1714, Hindle, 
-T-R---, 10:00A-11:20A, Eads / 112, 18, 9, 0, HISTORY(L22), Antisemitism: History Causes Consequences, Judaken, 
M-W----, 1:00P-2:20P, Cupples II / 203, 30, 28, 0, HISTORY(L22), Humors Pox and Plague: Medieval and Early Modern Medicine, Ramos, 
-T-R---, 11:30A-12:50P, Cupples I / 111, 15, 8, 0, HISTORY(L22), Seminar: Perceptions of Time and Place in Early Modern England, Hindle, 
M-W----, 2:30P-3:50P, Cupples II / L001, 17, 10, 0, HISTORY(L22), Islamic History: 600-1200, Yucesoy, 
-T-R---, 2:30P-3:50P, Eads / 216, 20, 14, 0, HISTORY(L22), The Late Ottoman Middle East, Reynolds, 
-T-R---, 1:00P-2:20P, Eads / 204, 20, 15, 0, HISTORY(L22), Economic History of China: From the Silver Age to Reform and Opening 1600 to Today, Reynolds, 
-T-R---, 11:30A-12:50P, Eads / 102, 30, 25, 0, HISTORY(L22), Modern South Asia, Adcock, 
M-W----, 10:00A-11:20A, Seigle / 104, 35, 8, 0, HISTORY(L22), Introduction to Colonial Latin America until 1825, Montano, 
-T-R---, 1:00P-2:20P, McDonnell / 162, 75, 59, 0, HISTORY(L22), Ancient History: The Roman Republic, Meyer, 
-T-R---, 4:00P-5:20P, January Hall / 20, 15, 5, 0, HISTORY(L22), Europe in the 20th Century: Unruly Populations, Schult, 
M-W----, 11:30A-12:50P, Seigle / 111, 19, 10, 0, HISTORY(L22), Topics in AMCS: The Real The Fake and the Half Bred: Asian American Conflicts Identity and Racial, Ghosh, 
M-W----, 1:00P-2:20P, McMillan / 259, 15, 6, 0, HISTORY(L22), Andean History: Culture and Politics, Hirsch, 
-T-R---, 10:00A-11:20A, Simon / 022, 18, 17, 0, HISTORY(L22), All Measures Short of War, Knapp, 
M-W----, 1:00P-2:20P, Cupples II / L007, 19, 14, 0, HISTORY(L22), Topics in American Culture Studies: Protest and Power in Modern America, Smemo, 
-T-R---, 10:00A-11:20A, Rudolph / 102, 15, 7, 0, HISTORY(L22), Renaissance Italy, Bornstein, 
-T-R---, 1:00P-2:20P, Simon / 023, 45, 44, 0, HISTORY(L22), The U.S. War in Iraq 2003-2011, Knapp, 
-T-R---, 2:30P-3:50P, Simon / 023, 45, 41, 0, HISTORY(L22), The U.S. War in Iraq 2003-2011, Knapp, 
-T-R---, 4:00P-5:20P, Cupples I / 218, 30, 14, 0, HISTORY(L22), Topics in Near Eastern Cultures: Arabs in Israel: Politics Society & Citizenship, Hendin, 
-T-R---, 3:00P-4:20P, Wrighton / 260, 19, 4, 0, HISTORY(L22), Great Ideas that Changed the World: Humanism to Postmodernism, Judaken, 
-T-R---, 11:30A-12:50P, Eads / 115, 15, 14, 0, HISTORY(L22), Between Sand and Sea: History Environment and Politics in the Arabian Peninsula, Reynolds, 
-T-R---, 4:00P-5:20P, Busch / 14, 35, 6, 0, HISTORY(L22), Topics in American History: A Cultural History of American Immigration, Wakeley-Smith, 
-T-R---, 11:30A-12:50P, Cupples I / 216, 15, 3, 0, HISTORY(L22), The Sephardic Experience: 1492 to the Present, Jacobs, 
M------, 3:00P-5:50P, Mallinckrodt / 305, 15, 13, 0, HISTORY(L22), Mormon History in Global Context, Maffly-Kipp, 
-T-R---, 4:00P-5:20P, Cupples II / 230, 25, 8, 0, HISTORY(L22), Medieval Christianity, Bornstein, 
M-W----, 1:00P-2:20P, Seigle / 306, 15, 13, 0, HISTORY(L22), African Civilization to 1800, Parsons, 
M------, 4:00P-6:50P, Weil / 010, 15, 8, 0, HISTORY(L22), Senior Honors Thesis and Colloquium: Writing-Intensive Seminar, Johnson, 
---R---, 3:00P-5:50P, January Hall / 10, 15, 14, 0, HISTORY(L22), Imperialism and Sexuality: India South Asia and the World: Writing-Intensive Seminar, Chandra, 
TBA, , TBA, 1, 0, 0, HISTORY(L22), Directed Fieldwork in Historical and Archival Professions, [TBA], 
M------, 2:30P-5:20P, Seigle / 111, 9, 5, 0, HISTORY(L22), History of Higher Education in American Culture, Aurora Kamimura, 
---R---, 2:30P-5:20P, Cupples II / L007, 15, 8, 0, HISTORY(L22), Advanced Seminar: Partition: The Making of India and Pakistan, Adcock, 
-T-----, 3:00P-5:50P, January Hall / 10, 16, 13, 0, HISTORY(L22), Advanced Seminar: Medicine Disease and Empire, Ramos, 
M------, 2:00P-4:50P, Eads / 103, 25, 2, 0, HISTORY(L22), Advanced Seminar: Digital Frontiers in History, Kastor Kuzuoglu, 
--W----, 8:30A-11:20A, McMillan / 259, 15, 7, 0, HISTORY(L22), Global Asias, Kleutghen, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Johnson, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Watt, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Bernstein, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Kastor, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Ludmerer, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Miles, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Knapp K., 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Adcock, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Pegg, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Parsons, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Bornstein, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Montano, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Mustakeem, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Walke, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Flowe, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Treitel, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Hindle, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Wakeley-Smith, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Reynolds, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Judaken, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Dissertation Research in History, Schult, 
-T-R---, 11:30A-12:50P, Cupples I / 111, 15, 8, 0, HISTORY(L22), Seminar: Perceptions of Time and Place in Early Modern England, Hindle, 
M-W----, 2:30P-3:50P, Cupples II / L001, 17, 10, 0, HISTORY(L22), Islamic History: 600-1200, Yucesoy, 
-T-R---, 2:30P-3:50P, Eads / 216, 20, 14, 0, HISTORY(L22), The Late Ottoman Middle East, Reynolds, 
---R---, 3:00P-5:50P, Lopata Hall / 202, 15, 3, 0, HISTORY(L22), Graduate Seminar: Race Crime and American Prisons, Flowe, 
M------, 3:00P-5:50P, Somers Family / 249, 15, 6, 0, HISTORY(L22), Seminar in Modern European History, Treitel, 
-T-R---, 3:00P-4:20P, Wrighton / 260, 19, 4, 0, HISTORY(L22), Modern European Intellectual History, Judaken, 
---R---, 2:30P-5:20P, Cupples II / L007, 15, 8, 0, HISTORY(L22), Advanced Seminar: Partition: The Making of India and Pakistan, Adcock, 
-T-R---, 11:30A-12:50P, Eads / 115, 15, 14, 0, HISTORY(L22), Between Sand and Sea: History Environment and Politics in the Arabian Peninsula, Reynolds, 
-T-----, 3:00P-5:50P, January Hall / 10, 16, 13, 0, HISTORY(L22), Advanced Seminar: Medicine Disease and Empire, Ramos, 
M------, 2:00P-4:50P, Eads / 103, 25, 2, 0, HISTORY(L22), Advanced Seminar: Digital Frontiers in History, Kastor Kuzuoglu, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Readings in African History, Parsons, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Readings in African History, Mustakeem, 
TBA, , TBA, 999, 0, 0, HISTORY(L22), Readings in African History, Flowe, 
-T-R---, 8:30A-9:50A, Jubel / 121, 35, 27, 0, MATHEMATICS AND STATISTICS(L24), Foundations for Calculus, Schaefer, 
M-WRF--, 1:00P-1:50P, Life Sciences / 118, 36, 28, 0, MATHEMATICS AND STATISTICS(L24), Calculus I Extended, Shareshian, 
MTWRF--, 11:00A-11:50A, January Hall / 10A, 25, 13, 0, MATHEMATICS AND STATISTICS(L24), Honors Mathematics I, Kerr, 
M-W-F--, 9:00A-9:50A, Wrighton / 250, 55, 33, 0, MATHEMATICS AND STATISTICS(L24), Matrix Algebra, Li, 
M-W-F--, 11:00A-11:50A, Brown / 118, 55, 54, 0, MATHEMATICS AND STATISTICS(L24), Matrix Algebra, Li, 
M-W-F--, 12:00P-12:50P, Wrighton / 250, 59, 56, 0, MATHEMATICS AND STATISTICS(L24), Matrix Algebra, Chi, 
M-W-F--, 3:00P-3:50P, Rebstock / 215, 59, 46, 0, MATHEMATICS AND STATISTICS(L24), Matrix Algebra, Sanchez, 
M-W-F--, 1:00P-1:50P, Cupples I / 115, 59, 53, 0, MATHEMATICS AND STATISTICS(L24), Foundations for Higher Mathematics, Song, 
-T-R---, 10:00A-11:20A, Steinberg / 105, 59, 55, 0, MATHEMATICS AND STATISTICS(L24), Foundations for Higher Mathematics, Song, 
M-W-F--, 9:00A-9:50A, Cupples II / 203, 19, 5, 0, MATHEMATICS AND STATISTICS(L24), Calculus of Several Variables, Escobar Vega, 
M-W-F--, 1:00P-1:50P, Duncker / 101, 0, 59, 0, MATHEMATICS AND STATISTICS(L24), Statistics for Data Science I, Jager, 
M-W-F--, 3:00P-3:50P, Cupples II / L015, 30, 7, 0, MATHEMATICS AND STATISTICS(L24), Algebraic Systems, Beheshti Zavareh, 
M-W-F--, 1:00P-1:50P, Mallinckrodt / 302, 45, 41, 0, MATHEMATICS AND STATISTICS(L24), Graph Theory, Daemi, 
M-W-F--, 10:00A-10:50A, Crow / 205, 29, 19, 0, MATHEMATICS AND STATISTICS(L24), Introduction to Analysis, Chang, 
M-W-F--, 12:00P-12:50P, Cupples II / L015, 29, 17, 0, MATHEMATICS AND STATISTICS(L24), Introduction to Analysis, Chang, 
-T-R---, 11:30A-12:50P, Lopata Hall / 103, 30, 17, 0, MATHEMATICS AND STATISTICS(L24), Partial Differential Equations, McCarthy, 
-T-R---, 10:00A-11:20A, Duncker / 101, 35, 33, 0, MATHEMATICS AND STATISTICS(L24), Topology I, Tang, 
-T-R---, 10:00A-11:20A, Cupples II / 230, 30, 15, 0, MATHEMATICS AND STATISTICS(L24), Topology I, Rodsphon, 
-T-R---, 5:30P-7:00P, Seigle / L002, 32, 28, 0, MATHEMATICS AND STATISTICS(L24), Experimental Design, Cheong, 
-T-R---, 1:00P-2:20P, Busch / 100, 60, 44, 0, MATHEMATICS AND STATISTICS(L24), Linear Algebra, Ouyang, 
-T-R---, 1:00P-2:20P, Jubel / 120, 50, 25, 0, MATHEMATICS AND STATISTICS(L24), Linear Algebra, Rodsphon, 
M-W-F--, 3:00P-3:50P, Cupples II / 230, 39, 11, 0, MATHEMATICS AND STATISTICS(L24), Survival Analysis, Thakur, 
-T-R---, 10:00A-11:20A, Seigle / L002, 42, 31, 0, MATHEMATICS AND STATISTICS(L24), Linear Statistical Models, Figueroa-Lopez, 
-T-R---, 1:00P-2:20P, Seigle / L003, 39, 29, 0, MATHEMATICS AND STATISTICS(L24), Linear Statistical Models, Figueroa-Lopez, 
M-W-F--, 3:00P-3:50P, Crow / 204, 39, 30, 0, MATHEMATICS AND STATISTICS(L24), Numerical Applied Mathematics, Rim, 
M-W-F--, 1:00P-1:50P, Louderman / 458, 70, 63, 0, MATHEMATICS AND STATISTICS(L24), Topics in Financial Mathematics, Wickerhauser, 
-T-R---, 11:30A-12:50P, Wrighton / 250, 49, 18, 0, MATHEMATICS AND STATISTICS(L24), Time Series Analysis, Lahiri, 
M-W-F--, 4:00P-4:50P, Cupples II / 230, 30, 2, 0, MATHEMATICS AND STATISTICS(L24), Topics in Graph Theory - Analytic Combinatorics, Knese, 
-T-R---, 1:00P-2:20P, Wrighton / 250, 49, 35, 0, MATHEMATICS AND STATISTICS(L24), Statistical Computation, Kuffner, 
M-W-F--, 2:00P-2:50P, Busch / 100, 55, 41, 0, MATHEMATICS AND STATISTICS(L24), Probability, Jha, 
M-W-F--, 3:00P-3:50P, Wrighton / 250, 55, 42, 0, MATHEMATICS AND STATISTICS(L24), Probability, Xie, 
M-W-F--, 2:00P-2:50P, Cupples II / L015, 49, 31, 0, MATHEMATICS AND STATISTICS(L24), Mathematical Statistics, Lunde, 
M-W-F--, 3:00P-3:50P, Eads / 215, 30, 8, 0, MATHEMATICS AND STATISTICS(L24), Topics in Mathematics: Spatial Statistics, Mondal, 
M-W-F--, 2:00P-2:50P, Busch / 100, 55, 41, 0, MATHEMATICS AND STATISTICS(L24), Probability, Jha, 
M-W-F--, 3:00P-3:50P, Wrighton / 250, 55, 42, 0, MATHEMATICS AND STATISTICS(L24), Probability, Xie, 
M-W-F--, 1:00P-1:50P, Crow / 206, 50, 35, 0, MATHEMATICS AND STATISTICS(L24), Theoretical Physics, Seidel, 
M-W-F--, 2:00P-2:50P, Cupples II / L015, 49, 31, 0, MATHEMATICS AND STATISTICS(L24), Mathematical Statistics, Lunde, 
-T-R---, 1:00P-2:20P, Lopata Hall / 302, 25, 11, 0, MATHEMATICS AND STATISTICS(L24), Complex Analysis I, Martikainen, 
M-W-F--, 11:00A-11:50A, Cupples II / L001, 25, 11, 0, MATHEMATICS AND STATISTICS(L24), Algebra I, Beheshti Zavareh, 
